Zeit [m.ss];Höhe;CAS;R
0.0;0.0;40.0;
4.1;1000.0;40.0;
4.1;1000.0;50.0;
170.5;1000.0;50.0;
170.5;1000.0;27.0;
175.5;0.0;27.0;
