TravelDistance(km);TravelSpeed(m/s);TotalDistance(km);FlightTime;CONV:TakeOffMass(kg);CONV:NeededFuel(l);CONV:Costs(Euro);SERI:TakeOffMass(kg);SERI:NeededFuel(l);SERI:NeededElectricity(Wh);SERI:Costs(Euro);SERI:HybDeg;PARA:TakeOffMass(kg);PARA:NeededFuel(l);PARA:NeededElectricity(Wh);PARA:Costs(Euro);PARA:HybDeg
60.0;40.0;81.48059986299761;0:34:10;750.3714852036863;3.967338527033462;9.738118113278963;818.723299149;0.0;12872.5479597;4.739489393061924;1.0;821.606524179;0.0;12917.0593209;4.755877844279088;1.0
60.0;45.0;81.46485362840949;0:31:23;750.604900405647;4.221736366407792;10.364558894722013;822.535040029;0.0;14052.3831163;5.17488800031409;1.0;825.473861879;0.0;14077.3518014;5.184082892585261;1.0
60.0;50.0;81.48059986299761;0:29:10;751.0057805445805;4.658423903677431;11.434436937160887;826.771340527;0.0;15419.644259;5.677294086540881;1.0;829.878964335;0.0;15465.0638259;5.694016926201991;1.0
60.0;55.0;81.42811241437056;0:27:20;751.5599172880866;5.261821181623266;12.923844175208098;831.690388672;0.0;17090.8413466;6.296661253657078;1.0;834.925396804;0.0;17127.6381165;6.310218034776876;1.0
60.0;60.0;81.4805998629976;0:25:50;752.3782757617981;6.1504736014006385;15.096780366718248;836.996090162;0.0;19005.4321003;6.997530258339759;1.0;840.433926847;0.0;19048.0736133;7.013230257997971;1.0
60.0;65.0;81.4753511181349;0:24:33;753.4832715574627;7.352150238610648;18.047544779403093;843.932666611;0.0;21253.2725557;7.825657305195492;1.0;846.502502312;0.0;21286.5062618;7.837894272196154;1.0
60.0;70.0;81.4701023732722;0:23:27;759.8169806866763;8.274058836393124;20.31189011763801;854.198257655;0.0;23581.2397461;8.683396384378277;1.0;856.517023559;0.0;23611.4116133;8.69450666888305;1.0
60.0;75.0;81.48059986299761;0:22:30;773.2602289257046;8.726670269125862;21.420240606473154;865.689251039;0.0;26150.3699288;9.628194922264756;1.0;868.088568798;0.0;26169.3366574;9.6351782024438;1.0
80.0;20.0;102.47557931381971;1:15:50;751.9868612296515;5.7280268108747805;11.179301154928542;841.631793483;0.0;20732.716191;6.069558131750132;1.0;845.791917676;0.0;21016.4449246;6.152620477579214;1.0
80.0;25.0;102.4755793138197;1:02:30;751.0333113371978;4.6887764869802595;9.15101240388487;827.339110785;0.0;15622.651591;4.573573048996607;1.0;830.751164054;0.0;15735.0421424;4.606475683600648;1.0
80.0;30.0;102.45458433436887;0:53:36;750.7751582326412;4.407376085889155;8.603570283405425;823.653660279;0.0;14412.8609209;4.220268233345945;1.0;826.74559849;0.0;14481.9996794;4.2405129375578205;1.0
80.0;35.0;102.44933558950616;0:47:15;750.8408237136895;4.478855294265031;8.743551665792937;824.249065247;0.0;14601.1570488;4.275622764593778;1.0;827.337296295;0.0;14664.1206774;4.294060257107819;1.0
80.0;40.0;102.47557931381971;0:42:30;751.0668138280256;4.725097565093317;9.221899689141054;827.109317196;0.0;15532.9791129;4.54732119112946;1.0;830.24566559;0.0;15584.7875635;4.562488253647254;1.0
80.0;45.0;102.43883809978075;0:38:47;751.3663066931632;5.0513995784232675;9.862274254815233;831.517126457;0.0;17025.6691985;4.986097904170715;1.0;834.776694771;0.0;17080.6412088;5.002196879321073;1.0
80.0;50.0;102.4755793138197;0:35:50;751.9099329315899;5.643275061434451;11.013892479012135;836.740024851;0.0;18913.0381749;5.536842524299666;1.0;840.194100032;0.0;18967.0008803;5.5526402506735;1.0
80.0;55.0;102.44408684464346;0:33:24;752.666246228851;6.46378001853039;12.619137360915165;843.763795616;0.0;21206.1041098;6.210052164931414;1.0;846.380554932;0.0;21246.5327158;6.22189138588947;1.0
80.0;60.0;102.45458433436887;0:31:23;753.7579353654797;7.6509543190819995;14.935308885959632;855.338343495;0.0;23834.9263269;6.979168325678657;1.0;857.719999081;0.0;23872.3204485;6.990117798123333;1.0
80.0;65.0;102.42309186519265;0:29:40;755.1342540017905;9.146232750050936;17.85970835969107;867.669859963;0.0;26601.4182927;7.79162720289062;1.0;870.278367951;0.0;26660.5695177;7.808952756314995;1.0
80.0;70.0;102.41259437546724;0:28:12;761.51769504464;10.530986012211088;20.565802626974104;882.464943748;0.0;29945.7144847;8.772079645276552;1.0;885.202398681;0.0;29995.1518254;8.786561460038149;1.0
80.0;75.0;102.42309186519265;0:26:56;775.108559742383;11.179889858463563;21.83079939273523;897.469038789;0.0;33348.5433062;9.767878326723254;1.0;900.03099936;0.7860791268511397;32923.4822952;11.178341459689097;0.9697897235517376
100.0;20.0;123.47055876464178;1:32:30;752.918884971689;6.743310803373485;10.922945309136423;865.755285729;0.0;26173.1676998;6.35937051593595;1.0;871.873749305;0.0;27022.4298386;6.565718202533575;1.0
100.0;25.0;123.47055876464178;1:15:50;751.7225007028001;5.439720563234914;8.811364616246776;835.57847106;0.0;18473.877718;4.48865168413501;1.0;839.260652538;0.0;18622.8273469;4.5248424077513;1.0
100.0;30.0;123.46006127491637;1:04:43;751.4009957423879;5.0894273449906295;8.244653845841981;831.028179796;0.0;16873.6262255;4.100182533020073;1.0;834.481965517;0.0;16962.959132;4.121889854135298;1.0
100.0;35.0;123.4653100197791;0:56:47;751.4771377826121;5.172258476504642;8.378480523275806;831.573090061;0.0;17059.0839854;4.145071352269024;1.0;834.9156425;0.0;17135.6809323;4.163683125945629;1.0
100.0;40.0;123.47055876464178;0:50:50;751.7621956425052;5.48280291274826;8.881150239547418;834.819750847;0.0;18210.695713;4.424705588571855;1.0;838.249172928;0.0;18282.3152648;4.442107198927369;1.0
100.0;45.0;123.46006127491637;0:46:12;752.1450351767331;5.899673070535148;9.557217143118;839.890462219;0.0;20102.6361988;4.884811166755259;1.0;843.488025888;0.0;20171.2263419;4.901478129915256;1.0
100.0;50.0;123.47055876464178;0:42:30;752.8132216874545;6.62660087922283;10.733896315889174;849.29503614;0.0;22465.0830244;5.458406420729664;1.0;851.557026815;0.0;22487.6714148;5.4638947875013075;1.0
100.0;55.0;123.46006127491637;0:39:28;753.7399603362629;7.631598205359903;12.362861522263687;861.866773688;0.0;25322.0136964;6.153086294039786;1.0;864.529900243;0.0;25374.1556126;6.165756443963953;1.0
