# Table format: 2D
# FF(Pe, N)
# source: Basiswissen Verbrennungsmotor S. 159
# table_unit = g/kWh
# axis1_unit = bar
# axis2_unit = min^-1
10
6
18. 16. 14. 12. 10. 8. 6. 4. 2. 0.
1200. 2120. 3040. 3960. 4880. 5800.
420 310 300 301 310 350
380 295 280 281 295 320
340 280 257 265 278 305
315 252 244 252 270 300
285 244 240 248 272 300
265 250 252 256 275 320
270 265 267 272 292 340
305 295 295 305 335 370
380 380 380 390 405 430
500 500 500 540 600 680
