# Table format: 1D
# table_unit = kW
# axis1_unit = /
0.00 10.00
2000.00 5.00
5000.00 4.20
10000.00 3.50
20000.00 2.90
30000.00 2.50
40000.00 2.3
50000.00 2.15
90000.00 2.1
150000.00 2.08
