# Table format: 1D
# table_unit = pa
# axis1_unit = rpm
0.00000 500
0.00010 389
0.00017 358
0.00025 338
0.00050 294
0.00075 265
0.00100 247
0.00125 237
0.00150 230
0.00175 227
0.00200 226
0.00300 230
0.00400 231
0.00500 231
0.00600 231
