# Table format: 1D
# table_unit = %
# axis1_unit = rpm
0.00 1200
0.15 3000.
0.26 3500.
0.36 4000.
0.55 4500.
0.65 4800.
0.75 5000.
1.00 5500.
1.15 5800.
